Időbélyeg,"1. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","2. Az első hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","3. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","4. A második hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","5. Mennyire elfogadható számodra, ha egy családi beszélgetésben így beszélnek, azaz ezt a nyelvváltozatot hallod?","6. A harmadik hangfelvételen hallható nyelvváltozat olyan-e, mint ahogyan a tágabb környezetedben beszélnek?","7. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","8. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?","9. Mennyire elfogadható számodra, ha a televízióban hallod ezt nyelvváltozatot?",10. Hogyan értékelnéd saját régiód nyelvváltozatát – nyelvjárását?,11. Mely helyzetekben használod a saját nyelvváltozatodat – nyelvjárásodat? (Több választ is megjelölhetsz!),12. Véleményed szerint te ismered a saját régiód nyelvjárását?,13. Szerinted előny vagy hátrány a nyelvjárás ismerete?,14. Mely helyzetekben használsz köznyelvi változatot? (Több választ is megjelölhetsz!),15. Véleményed szerint beszéled a magyarországi magyar köznyelvet?,16. Szerinted van különbség a Magyarországon és a Szlovákiában használt magyar nyelv között?,"17. Tett-e már valaki megjegyzést arra, ahogyan beszéltél?","18. Amennyiben tett már valaki megjegyzést a beszédedre, milyen helyzetben történt? Mit kifogásoltak? ",19. Mi a nemed?,20. Mi a nemzetiséged?,21. Mi az anyanyelved?,22. Melyik településen élsz?,23. Milyen típusú iskola diákja vagy?,24. Hányadik osztályba jársz?,25. Milyen nyelven zajlik az oktatás az általad látogatott képzésen?,26. Iskola,27. Iskola régiója,28. Lakhely régiója
6/15/2022 10:46:02,inkább elfogadható,igen,teljesen elfogadható,hasonlít,inkább elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",igen,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,nem tudom,igen,"Tetszett ahogy beszélek, mivel náluk ez nem megszokott. Beszélgetés közben történt.",lány,magyar,magyar,Rimaszombat,gimnázium,2.,magyar és szlovák nyelven is,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 10:48:07,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Tetszett nekik.,lány,magyar,magyar,Nemesradnót,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 10:49:57,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Visszakérdeztek egy-egy nyelvjárásbeli szóra.,fiú,magyar,magyar,Tornalja,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 10:52:19,teljesen elfogadható,igen,inkább elfogadható,hasonlít,teljesen elfogadható,igen,inkább elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben",szerintem elég jól,igen,igen,Magyarországon élő emberekkel való beszélgetés során pár szó eltért és ez furcsa volt számukra.,lány,magyar,magyar,Tornalja,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 10:54:26,teljesen elfogadható,hasonlít,inkább elfogadható,hasonlít,teljesen elfogadható,hasonlít,inkább elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",szerintem elég jól,igen,igen,"baráti beszélgetés közepette, tetszett nekik, ahogyan beszéltem",lány,magyar,magyar,Rimaszombat,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 10:56:41,inkább elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,nem tudom megítélni,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,előny,"iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben",igen,igen,igen,"Budapesten egy tanítási óra alatt gúnyolódtak rajta, hogyan ejtsük ki az ""a"" betűt.",lány,magyar,magyar,Tornalja,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 10:58:42,teljesen elfogadható,igen,nem tudom megítélni,igen,nem tudom megítélni,nem,inkább elfogadható,teljesen elfogadható,nem tudom megítélni,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",igen,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Nem pont megjegyzés, de a tájszólásom miatt nem értették jól mit akartam mondani.",lány,magyar,magyar,Gömöralmágy,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:00:34,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,nem,teljesen elfogadható,teljesen elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben",szerintem elég jól,igen,igen,"Mindig megjegyzik, hogy érdekesen beszélek. Többynire pozitív visszajelzést kapok.",lány,magyar,magyar,Tornalja,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:02:04,teljesen elfogadható,hasonlít,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,,lány,magyar,magyar,Tornalja,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:03:21,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,nem,inkább elfogadható,inkább elfogadható,inkább elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"iskolában az órákon, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,lány,magyar,magyar,Tornalja,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:04:50,inkább elfogadható,hasonlít,teljesen elfogadható,hasonlít,inkább elfogadható,igen,teljesen elfogadható,nem tudom megítélni,teljesen elfogadható,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben",szerintem elég jól,nem tudom,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben",inkább nem,igen,nem,,fiú,magyar,magyar,Tornalja,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:06:43,teljesen elfogadható,hasonlít,inkább nem elfogadható,nem,inkább elfogadható,igen,inkább nem elfogadható,egyáltalán nem elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",inkább nem,igen,igen,Gyorsan és érthetetlenül beszélek. Akadozok beszéd közben.,lány,magyar,magyar,Gömöralmágy,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:09:43,inkább elfogadható,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben",talán egy kicsit,igen,igen,Magyarországon néha ha ismerkedek valakivel furcsának nevezik.,fiú,magyar,magyar,Rimaszombat,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:11:16,nem tudom megítélni,nem,teljesen elfogadható,hasonlít,teljesen elfogadható,nem tudom,teljesen elfogadható,inkább elfogadható,nem tudom megítélni,semleges,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,előny,"iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",inkább nem,igen,nem,,lány,magyar,magyar,Tornalja,gimnázium,3.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:13:12,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,inkább elfogadható,inkább elfogadható,inkább elfogadható,inkább tetszik,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",szerintem elég jól,nem tudom,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",inkább nem,igen,igen,"Azt hogy akcentusom van, de nem negatív dolognak mondták, hanem tetszett nekik",lány,magyar,magyar,Rimaszombat,gimnázium,2.,magyar és szlovák nyelven is,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:15:14,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,inkább elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Az akcentusomat emelték ki, de tetszett nekik.",lány,magyar,magyar,Nagybalog,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:17:01,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Az akcentusomat,fiú,magyar,magyar,Jéne,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:18:48,teljesen elfogadható,igen,teljesen elfogadható,,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,előny,"családi beszélgetésben, iskolában a szünetben, iskolában az órákon, e-mailben, SMS-ben, chaten",igen,igen,nem,,fiú,magyar és szlovák,magyar,Détér,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:20:17,inkább elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, szlovákiai magyarokkal",szerintem elég jól,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,igen,kiejtést,lány,magyar,magyar,Rimaszombat,gimnázium,2.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:22:12,teljesen elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,hasonlít,inkább elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, e-mailben, SMS-ben, chaten",igen,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,Órán az egyik tanár arra ahogy kiejtettem egy szót.,lány,magyar,magyar,Nagybalog,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:24:30,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,teljesen elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, szlovákiai magyarokkal",igen,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",szerintem elég jól,igen,igen,"Órán projekt csinálás közben az egyik osztálytársam, valamint az egyik tanárom.",lány,magyar,magyar,Kacagópuszta,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:27:01,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,inkább nem elfogadható,inkább nem elfogadható,egyáltalán nem elfogadható,semleges,"baráti beszélgetésben, iskolában a szünetben, magyarországi magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",igen,igen,igen,Baráti beszélgetésben jobban kihangsúlyoztam a elpalócosított szót a kelleténél.,lány,magyar,magyar,Velkenye,gimnázium,1.,magyar és szlovák nyelven is,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:28:46,inkább elfogadható,nem,nem tudom megítélni,nem tudom,inkább elfogadható,hasonlít,teljesen elfogadható,inkább elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal",szerintem elég jól,előny,"levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",inkább nem,igen,nem,,lány,magyar,magyar,Dobóca,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:30:15,teljesen elfogadható,hasonlít,teljesen elfogadható,hasonlít,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,inkább elfogadható,szeretem ezt használni,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, iskolában az órákon, magyarországi magyarokkal, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",szerintem elég jól,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben",egyáltalán nem,igen,nem,,lány,magyar,magyar,Feled,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:31:39,inkább elfogadható,hasonlít,inkább elfogadható,igen,inkább elfogadható,igen,inkább nem elfogadható,egyáltalán nem elfogadható,inkább nem elfogadható,semleges,"baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",szerintem elég jól,előny,"családi beszélgetésben, baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal, e-mailben, SMS-ben, chaten",talán egy kicsit,igen,nem,,lány,magyar,magyar,Rimaszombat,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
6/15/2022 11:33:20,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,igen,teljesen elfogadható,teljesen elfogadható,teljesen elfogadható,semleges,"baráti beszélgetésben, iskolában a szünetben, szlovákiai magyarokkal",igen,előny,"magyarországi magyarokkal, levélben vagy fogalmazás írása közben, e-mailben, SMS-ben, chaten",igen,igen,nem,,fiú,magyar,magyar,Rimaszombat,gimnázium,1.,magyar nyelven,"Tompa Mihály Református Gimnázium, Daxnerova 42, 979 01 Rimaszombat",Közép-Szlovákia,Közép-Szlovákia
